Spearow	Normal	Flying	262	40	60	30	31	31	70	1	false	0.3914844964282575	0.04994255541735411	0.24397078905894806	0.029328467368354556	0.020174112773832784	0.022457789137956357	0.05804563436041316	8.35025124022611E-4	0.03459017135999613	0.028766990844668588	0.029281930227761915	0.0	0.018130894806583763	0.0012525376860339163	0.004063408211411174	0.0	0.0	0.06767519719440535	Flying	true
Fearow	Normal	Flying	442	65	90	65	61	61	100	1	false	0.2798883408711876	0.028235585712674264	0.18422586200384147	0.05614931743517768	0.04240263905723628	0.01905004642360008	0.03146064137915934	0.00844610722318297	0.033926507141180035	0.03588813871308171	0.02659633056556069	0.0	0.10417265562631908	0.013431642502609637	0.053411387750743534	0.0	0.0	0.0827147975944457	Flying	true
Ekans	Poison		288	35	60	44	40	54	55	1	false																				
Arbok	Poison		438	60	85	69	65	79	80	1	false																				
Pikachu	Electric		320	35	55	40	50	50	90	1	false																				
Raichu	Electric		485	60	90	55	90	80	110	1	false																				
Sandshrew	Ground		300	50	75	85	20	30	40	1	false																				
Sandslash	Ground		450	75	100	110	45	55	65	1	false																				
Nidoran♀	Poison		275	55	47	52	40	40	41	1	false																				
Nidorina	Poison		365	70	62	67	55	55	56	1	false																				
Nidoqueen	Poison	Ground	505	90	92	87	75	85	76	1	false	0.11317341711920277	0.1756995616728612	0.10231499699690863	0.06341664324487001	0.10729974898106395	0.056196572093737254	0.030718694282918475	0.011741545053088312	0.07233290680732658	0.053449558727011716	0.046951143117980765	0.004883275297220448	0.1292643558729231	0.008495097665609961	0.024062483067276878	0.0	0.0	0.0	Ground	true
Nidoran♂	Poison		273	46	57	40	40	40	50	1	false																				
Nidorino	Poison		365	61	72	57	55	55	65	1	false																				
Nidoking	Poison	Ground	505	81	102	77	85	75	85	1	false	0.12462417808175451	0.10829431542991194	0.17085000177645793	0.046728078657718226	0.11237642358429588	0.05235092715454663	0.055133059049481604	0.020222190096866394	0.050400826797428605	0.06412278330073623	0.053289001318565586	0.0	0.0673500072179654	0.014587651493019107	0.016201736848473338	0.0	0.0	0.04346881919277865	Poison	false
Clefairy	Fairy		323	70	45	48	60	65	35	1	false																				
Clefable	Fairy		483	95	70	73	95	90	60	1	false																				
Vulpix	Fire		299	38	41	40	50	65	65	1	false																				
Ninetales	Fire		505	73	76	75	81	100	100	1	false																				
Jigglypuff	Normal	Fairy	270	115	45	20	45	25	20	1	false	0.028358370582580415	0.06981703808765748	0.14077086591344715	0.08752617917263783	0.009523809523809525	0.03808021468703719	0.4401520115141629	0.00807933769063181	0.008200337355650707	0.0	0.021019945232934757	0.0	0.022490149724192277	0.008888888888888889	0.0	0.11709285162636905	0.0	0.0	Fairy	true
Wigglytuff	Normal	Fairy	435	140	70	45	85	50	45	1	false	0.033866018067973666	0.06028701851391543	0.1797962160988575	0.08026808170969725	0.009523809523809525	0.026361504761811715	0.44258698236639343	0.014011195460470824	0.008200337355650707	0.0	0.008611410118406888	0.01237113402061856	0.022749901631955057	0.0	0.0	0.10136639037043942	0.0	0.0	Fairy	true
Zubat	Poison	Flying	245	40	45	35	30	40	55	1	false	0.37692588654307857	0.08003883694816703	0.2893624862836238	0.029319700698731778	0.0	0.016345198158099556	0.0994086989708273	0.024246248637250497	0.003985180949833208	0.02826101916542045	0.03379200007646377	0.0	0.013120744062448097	0.005193999506055872	0.0	0.0	0.0	0.0	Flying	true
Golbat	Poison	Flying	455	75	80	70	65	75	90	1	false	0.2381909496626591	0.05338386671773723	0.23271085463677388	0.07379186699539557	0.03023519996896333	0.017465173700328507	0.060697845389004995	0.008158452796137248	0.03418116258277758	0.04665648367421907	0.04393417877966852	0.004883275297220448	0.10159750782224843	0.008815021112301013	0.030834032679211164	0.01446412818535389	0.0	0.0	Flying	true
Oddish	Grass	Poison	320	45	50	55	75	65	30	1	false	0.039057842268967156	0.03417153250643194	0.5601748574415875	0.05824762757791751	0.002696173823741975	0.04009635121511625	0.13380446797154413	0.041422246870691654	9.867144666079867E-4	0.0029601433998239597	0.06943906585246194	0.00916030534351145	0.0032890482220266225	0.004493623039569959	0.0	0.0	0.0	0.0	Poison	true
Gloom	Grass	Poison	395	60	65	70	85	75	40	1	false	0.030209428930334174	0.0540767427506871	0.44391661982163394	0.07258482217512054	0.007723736891622185	0.06094396043350148	0.0806785840222781	0.030482287053432765	0.002751075624558824	0.02272962120081769	0.09124052638298717	0.03772292047827642	0.04204714956552954	0.018655103002050567	0.004237421667169606	0.0	0.0	0.0	Poison	true
Vileplume	Grass	Poison	490	75	80	85	110	90	50	1	false	0.07438584457841717	0.08165413708495281	0.15285892512742089	0.10990085732174364	0.026433230035357816	0.04160845997185825	0.07941132301415992	0.06014305440046476	0.04507677489941226	0.022734929020591575	0.1190475669610145	0.06761585186245878	0.06389794631945409	0.022795287961790662	0.012564724416826548	0.019871087024076393	0.0	0.0	Poison	true
Paras	Bug	Grass	285	35	70	55	45	55	25	1	false	0.02909573062100055	0.081212449675192	0.2510975005963465	0.1011167717345819	0.003623455626138091	0.27641886289746986	0.07771473879645793	0.02345368696119859	9.867144666079867E-4	0.007332177141795149	0.061684118107178894	0.04263230863368652	0.012087301421805167	0.012163477438187955	0.0	0.019380705882352942	0.0	0.0	Grass	true
Parasect	Bug	Grass	405	60	95	80	60	80	30	1	false	0.023781368685927947	0.13517580605231208	0.07934321447549178	0.06912968324605202	0.02834625088980398	0.2703573143496016	0.043203990185254365	0.033746285813725026	0.01039251645308797	0.015386686260980886	0.03329095214349317	0.1784760990162231	0.001960401286612041	0.016551843484444797	0.019605088054485607	0.041252499602503614	0.0	0.0	Grass	true
Venonat	Bug	Poison	305	60	55	50	40	55	45	1	false	0.06349564039001367	0.09178620860342818	0.5495423445875056	0.029284612789177857	0.0019561379737859847	0.04766497007929661	0.09683568209330158	0.021298591393307684	0.0	0.0	0.058343807422222185	0.0	0.03133777520559475	0.008454229462365848	0.0	0.0	0.0	0.0	Poison	true
Venomoth	Bug	Poison	450	70	65	60	90	75	90	1	false	0.17104759487336602	0.015487426224106222	0.4156566989226575	0.1206349168138964	0.011770532669112795	0.016243602893413842	0.08845824000708641	0.01109661351997219	0.010079271465882588	0.014101125402370884	0.014826016810873335	0.0	0.04698358014744602	0.0037771206641585594	0.032031236902825756	0.02780602268283144	0.0	0.0	Poison	true
Diglett	Ground		265	10	55	25	35	45	95	1	false																				
Dugtrio	Ground		405	35	80	50	50	70	120	1	false																				
Meowth	Normal		290	40	45	35	40	40	90	1	false																				
Persian	Normal		440	65	70	60	65	65	115	1	false																				
Psyduck	Water		320	50	52	48	65	50	55	1	false																				
Golduck	Water		500	80	82	78	95	80	85	1	false																				
Mankey	Fighting		305	40	80	35	35	45	70	1	false																				
Primeape	Fighting		455	65	105	60	60	70	95	1	false																				
Growlithe	Fire		350	55	70	45	70	50	60	1	false																				
Arcanine	Fire		555	90	110	80	100	80	95	1	false																				
Poliwag	Water		300	40	50	40	40	40	90	1	false																				
Poliwhirl	Water		385	65	65	65	50	50	90	1	false																				
Poliwrath	Water	Fighting	510	90	95	95	70	90	70	1	false	0.06379660468244258	0.12745543874843537	0.07713643861701024	0.059984996879416504	0.18435907875579127	0.0418519032686288	0.035473526553734404	0.030367598540830217	0.03845462235563679	0.04159715899014073	0.11623239709278069	0.03386819067275275	0.08813062255464481	0.013007675516343685	0.022146443214752738	0.0	0.026137303556658397	0.0	Fighting	true
Abra	Psychic		310	25	20	15	105	55	90	1	false																				
Kadabra	Psychic		400	40	35	30	120	70	105	1	false																				
Alakazam	Psychic		500	55	50	45	135	95	120	1	false																				
AlakazamMega Alakazam	Psychic		590	55	50	65	175	95	150	1	false																				
Machop	Fighting		305	70	80	50	35	35	35	1	false																				
Machoke	Fighting		405	80	100	70	50	60	45	1	false																				
Machamp	Fighting		505	90	130	80	65	85	55	1	false																				
Bellsprout	Grass	Poison	300	50	75	35	70	30	40	1	false	0.06770100185295795	0.07718228577467978	0.5482586870736262	0.026043742198957155	0.021265466417256063	0.07390737638051127	0.09780853937160051	0.024273881279373466	0.0	0.012434417628541448	0.01800018173337278	0.010310277254310284	0.009418777943368106	0.013395365091445113	0.0	0.0	0.0	0.0	Poison	true
Weepinbell	Grass	Poison	390	65	90	50	85	45	55	1	false	0.06299913849849563	0.08140227283640637	0.4837514800378951	0.055515096578500074	0.027217577173484823	0.06786811602244323	0.06695754433205006	0.012096476006106487	0.030897303260915568	0.021137644627052	0.0240727651994168	0.018760981479662396	0.006685069851371551	0.020808519764556412	0.0053658861462895485	0.01446412818535389	0.0	0.0	Poison	true
Victreebel	Grass	Poison	490	80	105	65	100	70	70	1	false	0.08563962445975964	0.0830869624486678	0.3183027808490628	0.04597599732319522	0.06730276370559723	0.036358833746443345	0.04534044292338018	0.016122561950977374	0.04716043827089917	0.0244397280518326	0.04623426322958909	7.861949629889168E-4	0.0834688982909561	0.015084641034262852	0.028890297834646323	0.03875521120551105	0.0	0.017050359712230217	Poison	true
Tentacool	Water	Poison	335	40	40	35	50	100	70	1	false	0.2303201750183947	0.03453700132468047	0.3357091154182215	0.06355859168090168	0.009670144700486648	0.0197489393044535	0.14713508388434451	0.021732481173431475	0.003985180949833208	0.01944885945318357	0.05389579130774126	0.00916030534351145	0.015768875029166674	0.011038372391492123	0.0	0.02429108302015716	0.0	0.0	Poison	true
Tentacruel	Water	Poison	515	80	70	65	80	120	100	1	false	0.1600455335632082	0.03417690182550266	0.3159673678895549	0.09238394351689766	0.03395481434459153	0.017393173012218845	0.0401412706724882	0.013443926737722633	0.028576033960452343	0.047140366405378296	0.023631391471545214	0.0	0.10622128561058347	0.007298090490784222	0.0651617723137179	0.01446412818535389	0.0	0.0	Poison	true
Geodude	Rock	Ground	300	40	80	100	30	30	20	1	false	0.011804921711319381	0.2635079637025358	0.004992759642892432	0.031967768824403234	0.018757314060015455	0.01682313059260673	0.007455841831052847	0.09156842884981536	0.005207689708883404	5.881203859836123E-4	0.08203630698588275	0.3852866067746337	0.015055276758327428	0.01927048853858986	0.0017643611579508368	0.0	0.0	0.04391302047510714	Rock	false
Graveler	Rock	Ground	390	55	95	115	45	45	35	1	false	0.018694685198869618	0.24354981711365484	0.007302496589517956	0.04653502390831666	0.016996638075608136	0.018474059768567034	0.023134813760174455	0.09359500565332055	0.011968253089165094	5.881203859836123E-4	0.07513089718367935	0.3334926244561001	0.0665751753698788	0.017807784386773873	0.0017643611579508368	0.0	0.0	0.024390243902439022	Rock	false
Golem	Rock	Ground	495	80	120	130	55	65	45	1	false	0.018231669035746443	0.13184799171710865	0.012529324960488277	0.049888980015653527	0.012376337209771104	0.025588829448991823	0.029133507033852684	0.1078095763958415	0.030265473901355637	0.009679513401835973	0.04952301000756899	0.4494247164251833	0.04360704416322203	0.02547445453037481	0.00461957175300542	0.0	0.0	0.0	Rock	false
Ponyta	Fire		410	50	85	55	65	65	90	1	false																				
Rapidash	Fire		500	65	100	70	80	80	105	1	false																				
Slowpoke	Water	Psychic	315	90	65	65	40	40	15	1	false	0.02292576022288985	0.1145961972711436	0.10031675034718714	0.23693213129088475	0.002883419776182101	0.11506295294725308	0.17053028803581516	0.019551224939224128	0.0	0.0	0.06475723859440621	0.07400908354653711	0.026403829049099235	0.0	0.007661997346978878	0.044369126632398746	0.0	0.0	Psychic	true
Slowbro	Water	Psychic	490	95	75	110	100	80	30	1	false	0.022575821756582508	0.07604650323893299	0.052313598022576756	0.3403345096496658	0.0061302238551906646	0.06936003335023622	0.10015623483698019	0.02349103343091704	0.0010344055996348096	0.06726495712411157	0.03501773993870219	0.1415130919817153	0.04102945025273395	0.0012930069995435122	0.0015516083994522143	0.020887781563024354	0.0	0.0	Psychic	true
SlowbroMega Slowbro	Water	Psychic	590	95	75	180	130	80	30	1	false	0.010350370227758782	0.10080632846039901	0.01291018598708733	0.2484496861685588	0.0	0.011643154622582398	0.07061508202365462	0.07909272231411411	0.00769512648032589	0.04878015046310147	0.04020513842427474	0.22375378173280083	0.06711446213123252	0.0	0.01963539712918743	0.058948413834922095	0.0	0.0	Psychic	true
Magnemite	Electric	Steel	325	25	35	70	95	55	45	1	false	0.04137682022509576	0.0225442355572991	0.18211191292500686	0.06589002926745967	0.014098750743604997	0.040444109716927294	0.09137365254794265	0.3081687029556089	0.0	0.0	0.1944315175584178	0.022870340195527077	0.0	0.0	0.016689928307109917	0.0	0.0	0.0	Steel	true
Magneton	Electric	Steel	465	50	60	95	120	70	70	1	false	0.04497927265433055	0.028926292604210226	0.09833679428154155	0.04176285071689538	0.01409227856486278	0.014404231463846817	0.03554543603835993	0.3190042512475237	0.014151730537242446	0.004765815235602178	0.21132642288024256	0.023287756313282518	0.043677482562791456	0.016505647279309556	0.0426862639972223	0.0	0.0	0.04654747362273612	Steel	true
Farfetch'd	Normal	Flying	352	52	65	55	58	62	60	1	false	0.24782660057177008	0.05038536817507951	0.34741726464865597	0.034488408898306136	0.008795491628185699	0.03504572435403216	0.06018739987398124	0.018412451124138977	0.004919325188976104	0.022507593627923293	0.052947204783176945	0.006407916615971124	0.071955674183397	0.012154077341575	0.012085370799476827	0.01446412818535389	0.0	0.0	Poison	false
Doduo	Normal	Flying	310	35	85	45	35	35	75	1	false	0.31176200695429274	0.015563623670995334	0.26140057503420916	0.0031313442150847914	0.020174112773832784	0.013367450811735277	0.015545175806739557	0.002887530899817832	0.03483917695694772	0.03567325448290479	0.02971352711109183	0.0	0.022235906358174205	0.0012525376860339163	0.004063408211411174	0.0	0.029588014981273406	0.1988023540454554	Flying	true
Dodrio	Normal	Flying	460	60	110	70	60	60	100	1	false	0.26039199730842233	0.019448490607769642	0.1560813734297942	0.04981995719592092	0.05840995545438272	0.016332877594168346	0.026729614457113384	0.006098794005432528	0.034665996000700985	0.03833423451617021	0.010092006000045213	0.0	0.16471501016450088	0.009910672675983973	0.04496106016684194	0.0	0.0	0.1040079604227527	Flying	true
Seel	Water		325	65	45	55	45	70	45	1	false																				
Dewgong	Water	Ice	475	90	70	80	70	95	70	1	false	0.08946109926597615	0.07932157761313478	0.11840359863886571	0.06536137973609663	0.043107149693223476	0.0284960668943301	0.052945531948838775	0.009509781660947864	0.01980817508130121	0.024674004289166454	0.08517838658290297	0.020515788117994357	0.32578427028933654	0.005590016844037915	0.007552090323689905	0.02429108302015716	0.0	0.0	Ice	true
Grimer	Poison		325	80	80	50	40	50	25	1	false																				
Muk	Poison		500	105	105	75	65	100	50	1	false																				
Shellder	Water		305	30	65	100	45	25	40	1	false																				
Cloyster	Water	Ice	525	50	95	180	85	45	70	1	false	0.03824556494085305	0.12249710364711927	0.005971245233267414	0.06496489555261749	0.007284178763622211	0.00949116331840128	0.004843918191603874	0.10164574841776135	0.02566294127737662	0.005224761868902176	0.09473223211191649	0.0947704348385785	0.36713405718509934	0.005846040636114631	0.0125	0.0	0.0	0.03918571401676632	Ice	true
Gastly	Ghost	Poison	310	30	35	30	100	35	80	1	false	0.17134168957435097	0.014538139233054016	0.448764281513223	0.07798091039459969	0.007714006726700662	0.006585110030355965	0.16552269083481802	0.032451673153423136	0.0	0.010285342302267549	0.029060700172413696	0.0	0.010370856580242862	0.025384599484550394	0.0	0.0	0.0	0.0	Poison	true
Haunter	Ghost	Poison	405	45	50	45	115	55	95	1	false	0.1657011377442082	0.007033847370448524	0.4405069848592708	0.13793672719360414	0.0022545678348610495	0.006789710715204905	0.126486879760878	0.01569204348902704	0.002004060297654266	0.016402602217459854	0.007891013141904277	0.0	0.015381007324378526	0.026637137170584305	0.02928228088051606	0.0	0.0	0.0	Poison	true
Gengar	Ghost	Poison	500	60	65	60	130	75	110	1	false	0.15066354556572653	0.00803123521346497	0.27121279947041965	0.12350999603948107	0.015303665929494852	0.0198630585644542	0.08104973532488245	0.031138657639098337	0.008168784590482507	0.029757925010439765	0.006522881575112801	0.0	0.04692127471537446	0.039996305439083175	0.14375353697035942	0.0	0.0	0.024106597952125854	Poison	true
GengarMega Gengar	Ghost	Poison	600	60	65	80	170	95	130	1	false	0.10845723358293648	0.003216053783460789	0.2388155942656688	0.11125555776880777	0.028553265736838394	0.005149909523705546	0.0864755049657792	0.0296360908624284	0.008856436106309274	0.10875471580447024	0.020467832791433636	0.0	0.023830438504192974	0.04977766746211135	0.1538533042851295	0.0	0.0	0.022900394556727596	Poison	true
Onix	Rock	Ground	385	35	45	160	30	45	70	1	false	0.053953542452843783	0.2031042411290448	0.029899851603230165	0.048744756519445424	0.0	0.004126920555104972	0.013726319303026395	0.06459138661273991	0.006718563936227637	0.0027617549379479116	0.1455693217707034	0.09211501649617625	0.16996763764203443	0.016586294986076798	0.0	0.0	0.0	0.1481343920553981	Ground	true
Drowzee	Psychic		328	60	48	45	43	90	42	1	false																				
Hypno	Psychic		483	85	73	70	73	115	67	1	false																				
Krabby	Water		325	30	105	90	25	25	50	1	false																				
Kingler	Water		475	55	130	115	50	50	75	1	false																				
Voltorb	Electric		330	40	30	50	55	55	100	1	false																				
Electrode	Electric		480	60	50	70	80	80	140	1	false																				
Exeggcute	Grass	Psychic	325	60	40	80	60	45	40	1	false	0.03455343898470842	0.0569596099226057	0.21394290616644623	0.06711853764452179	0.012202947335269785	0.03481682511653745	0.08558871219466788	0.09407841405592236	0.002751075624558824	0.014407370315017194	0.1699376047354645	0.14104333693208665	0.019063873199381277	0.004173995013178044	0.0017643611579508368	0.019010629427350434	0.0	0.02858636217433258	Poison	false
Exeggutor	Grass	Psychic	520	95	95	85	125	65	55	1	false	0.05663557467369828	0.1316781414431981	0.13597534356114668	0.19811769016946265	0.035146603126443236	0.03754570433336076	0.020268690355647614	0.02898480014521944	0.07074107624994422	0.037455938115631394	0.06379553187043245	0.04650800758729132	0.06317700579914587	0.03324526124749876	0.022316687696648005	0.018407943625231335	0.0	0.0	Psychic	true
Cubone	Ground		320	50	50	95	40	50	35	1	false																				
Marowak	Ground		425	60	80	110	50	80	45	1	false																				
Hitmonlee	Fighting		455	50	120	53	35	110	87	1	false																				
Hitmonchan	Fighting		455	50	105	79	35	110	76	1	false																				
Lickitung	Normal		385	90	55	75	60	75	30	1	false																				
Koffing	Poison		340	40	65	95	60	45	35	1	false																				
Weezing	Poison		490	65	90	120	85	70	60	1	false																				
Rhyhorn	Ground	Rock	345	80	85	95	30	30	25	1	false	0.009942845164295045	0.17940362192063625	0.008136606421154264	0.04188134184473615	0.01875623409646869	0.037964149564382904	0.026149614303611825	0.05030498801977319	0.013097674629047377	0.01586648308686719	0.027575914627561853	0.5069051435611611	0.010016482819830098	0.00430416068866571	0.006896551724137931	0.018407943625231335	0.0	0.024390243902439022	Rock	true
Rhydon	Ground	Rock	485	105	130	120	45	45	40	1	false	0.009563461522921172	0.1054625077342028	0.009254150331542522	0.04788070034786347	0.008731617647058824	0.045610583971858125	0.028983513674471554	0.07993369998843641	0.032223350664425894	0.006136680613668061	0.039383972985266046	0.5661528477314969	0.0036891459404270856	0.016993766846361183	0.0	0.0	0.0	0.0	Rock	true
Chansey	Normal		450	250	5	5	35	105	50	1	false																				
Tangela	Grass		435	65	55	115	100	40	60	1	false																				
Kangaskhan	Normal		490	105	95	80	40	80	90	1	false																				
KangaskhanMega Kangaskhan	Normal		590	105	125	100	60	100	100	1	false																				
Horsea	Water		295	30	40	70	70	25	60	1	false																				
Seadra	Water		440	55	65	95	95	45	85	1	false																				
Goldeen	Water		320	45	67	60	35	50	63	1	false																				
Seaking	Water		450	80	92	65	65	80	68	1	false																				
Staryu	Water		340	30	45	55	70	55	85	1	false																				
Starmie	Water	Psychic	520	60	75	85	100	85	115	1	false	0.17294536462364585	0.02374820803628317	0.2164476264691323	0.11902911889336583	0.0332065499645355	0.014444892385661197	0.03721165232162898	0.04283350794281605	0.028979226684994034	0.05760904293276118	0.004666228276078452	0.0	0.06331087423720107	0.029813491722873973	0.09243847965328682	0.031726907630522085	0.0	0.03158882822521347	Poison	false
Mr. Mime	Psychic	Fairy	460	40	45	65	100	120	90	1	false	0.14471049330552416	0.012756476173693177	0.25129840346143967	0.09368776327167173	0.007290208424833223	0.0105726345319274	0.30056952894446226	0.03686682627361956	0.005102916045329449	0.0035534881714918577	0.011799745132535816	0.0	0.014275753982051302	0.02866582058194446	0.05844968346835915	0.0	0.02040025823111685	0.0	Fairy	true
Scyther	Bug	Flying	500	70	110	80	55	80	105	1	false	0.21768099654646197	0.032492643310011865	0.13720296409315041	0.06535759551567415	0.0943873875065238	0.021656891739198453	0.013942497933966803	0.0201091179668441	0.04235589685137832	0.03571189506880978	0.04142464027315095	0.0	0.16548778212782816	0.012806817232145933	0.028244319673706338	0.0	0.0	0.07113855416114898	Flying	true
Jynx	Ice	Psychic	455	65	50	35	115	95	95	1	false	0.12736354445355055	0.0078680190033897	0.38065198315223553	0.24742981422629237	0.006833824194939327	0.005276983937629219	0.1224175001328223	8.35025124022611E-4	0.002004060297654266	0.002004060297654266	0.012376023764588929	0.0	0.014428928687503773	0.013227886016276594	0.03688208848032366	0.0	0.02040025823111685	0.0	Poison	false
Electabuzz	Electric		490	65	83	57	95	85	105	1	false																				
Magmar	Fire		495	65	95	57	100	85	93	1	false																				
Pinsir	Bug		500	65	125	100	55	70	85	1	false																				
